Date,Year,Model,Revenue,Quantity Sold,Region,Country,Channel
19/07/2021,2021,BMW 8 Series,101058,1,Africa,South Africa,Wholesale
28/08/2021,2021,BMW X7,293153,3,Africa,South Africa,Dealership
24/04/2021,2021,BMW X7,95648,1,Africa,South Africa,Online
28/04/2021,2021,BMW X7,85091,1,Africa,South Africa,Dealership
28/02/2021,2021,BMW i4,131299,2,Africa,South Africa,Dealership
01/08/2021,2021,BMW X1,115513,3,Africa,South Africa,Dealership
20/10/2021,2021,BMW 1 Series,112006,3,Africa,South Africa,Wholesale
13/05/2021,2021,BMW 3 Series,119178,2,Africa,South Africa,Wholesale
27/08/2021,2021,BMW M8,162037,1,Africa,South Africa,Dealership
08/09/2021,2021,BMW 3 Series,284118,6,Africa,South Africa,Wholesale
28/02/2021,2021,BMW X6,95432,1,Africa,South Africa,Dealership
19/11/2021,2021,BMW 1 Series,216174,5,Africa,South Africa,Dealership
25/05/2021,2021,BMW M2,151629,2,Africa,South Africa,Online
03/09/2021,2021,BMW 2 Series,164019,4,Africa,South Africa,Online
06/10/2021,2021,BMW 1 Series,199677,5,Africa,South Africa,Wholesale
24/03/2021,2021,BMW X3,223164,4,Africa,South Africa,Dealership
01/03/2021,2021,BMW X3,293098,5,Africa,South Africa,Online
26/10/2021,2021,BMW X5,358893,5,Africa,South Africa,Dealership
01/06/2021,2021,BMW X5,300587,4,Africa,South Africa,Dealership
21/05/2021,2021,BMW X3,347084,7,Africa,South Africa,Dealership
12/07/2021,2021,BMW 4 Series,223017,4,Africa,South Africa,Online
20/05/2021,2021,BMW 3 Series,301146,5,Africa,South Africa,Dealership
22/10/2021,2021,BMW X1,153434,4,Africa,South Africa,Dealership
11/11/2021,2021,BMW 1 Series,213163,5,Africa,South Africa,Wholesale
04/03/2021,2021,BMW 1 Series,65906,2,Africa,South Africa,Dealership
03/11/2021,2021,BMW 8 Series,196054,2,Africa,South Africa,Wholesale
19/07/2021,2021,BMW M5,131236,1,Africa,South Africa,Wholesale
17/03/2021,2021,BMW X6,167278,2,Africa,South Africa,Online
23/04/2021,2021,BMW 7 Series,348160,3,Africa,South Africa,Dealership
16/05/2021,2021,BMW X3,268356,5,Africa,South Africa,Dealership
13/04/2021,2021,BMW X3,247714,5,Africa,South Africa,Wholesale
13/12/2021,2021,BMW X3,197912,4,Africa,South Africa,Wholesale
01/07/2021,2021,BMW X1,114858,3,Africa,South Africa,Dealership
11/10/2021,2021,BMW 2 Series,181088,4,Africa,South Africa,Dealership
31/08/2021,2021,BMW X5,238744,3,Africa,South Africa,Dealership
28/05/2021,2021,BMW 3 Series,363410,7,Africa,South Africa,Online
10/10/2021,2021,BMW 3 Series,335743,6,Africa,South Africa,Wholesale
19/05/2021,2021,BMW 3 Series,224707,5,Africa,South Africa,Wholesale
27/05/2021,2021,BMW 2 Series,138714,3,Africa,South Africa,Online
14/06/2021,2021,BMW 3 Series,255107,5,Africa,Egypt,Online
01/08/2021,2021,BMW 5 Series,305004,4,Africa,Egypt,Online
02/01/2021,2021,BMW 2 Series,141953,3,Africa,Egypt,Dealership
16/01/2021,2021,BMW X2,169025,4,Africa,Egypt,Wholesale
29/09/2021,2021,BMW Z4,123513,2,Africa,Egypt,Dealership
22/08/2021,2021,BMW X1,447314,9,Africa,Egypt,Dealership
03/09/2021,2021,BMW 1 Series,70002,2,Africa,Egypt,Dealership
06/10/2021,2021,BMW 2 Series,150207,3,Africa,Egypt,Online
25/08/2021,2021,BMW X1,133585,3,Africa,Egypt,Wholesale
26/06/2021,2021,BMW 5 Series,325865,5,Africa,Egypt,Online
20/07/2021,2021,BMW 3 Series,212363,4,Africa,Egypt,Dealership
19/06/2021,2021,BMW 4 Series,176044,3,Africa,Egypt,Dealership
01/05/2021,2021,BMW M3,166351,2,Africa,Egypt,Dealership
25/04/2021,2021,BMW 3 Series,341581,6,Africa,Egypt,Online
23/02/2021,2021,BMW 2 Series,98743,2,Africa,Egypt,Wholesale
08/05/2021,2021,BMW 2 Series,119718,3,Africa,Egypt,Online
22/08/2021,2021,BMW X1,248067,5,Africa,Egypt,Dealership
07/03/2021,2021,BMW X1,167963,4,Africa,Egypt,Online
02/11/2021,2021,BMW 2 Series,98884,2,Africa,Egypt,Wholesale
06/02/2021,2021,BMW 3 Series,157432,3,Africa,Egypt,Dealership
06/02/2021,2021,BMW M2,155439,2,Africa,Egypt,Online
11/06/2021,2021,BMW X1,175034,4,Africa,Egypt,Dealership
13/11/2021,2021,BMW X3,459139,8,Africa,Egypt,Wholesale
16/11/2021,2021,BMW X3,360760,6,Africa,Egypt,Online
15/06/2021,2021,BMW 5 Series,352940,5,Africa,Egypt,Dealership
09/06/2021,2021,BMW 1 Series,140144,4,Africa,Egypt,Dealership
01/09/2021,2021,BMW 5 Series,217599,3,Africa,Egypt,Wholesale
20/08/2021,2021,BMW 1 Series,215090,5,Africa,Egypt,Wholesale
13/12/2021,2021,BMW 7 Series,475270,4,Africa,Egypt,Online
10/06/2021,2021,BMW X3,419908,7,Africa,Egypt,Wholesale
27/03/2021,2021,BMW 3 Series,300931,6,Africa,Egypt,Wholesale
23/05/2021,2021,BMW X5,200765,3,Africa,Egypt,Online
27/10/2021,2021,BMW 3 Series,164441,3,Africa,Egypt,Wholesale
16/01/2021,2021,BMW X7,329286,3,Africa,Egypt,Wholesale
05/03/2021,2021,BMW X1,303065,8,Africa,Egypt,Wholesale
21/09/2021,2021,BMW X4,233707,4,Africa,Egypt,Online
07/10/2021,2021,BMW M5,111908,1,Africa,Egypt,Online
14/08/2021,2021,BMW M4,94801,1,Africa,Egypt,Wholesale
03/11/2021,2021,BMW X1,232928,6,Africa,Egypt,Dealership
25/11/2021,2021,BMW 5 Series,279433,4,Africa,Egypt,Dealership
04/06/2021,2021,BMW 2 Series,144893,3,Africa,Egypt,Dealership
28/03/2021,2021,BMW X3,168105,3,Africa,Egypt,Wholesale
27/05/2021,2021,BMW X1,177089,4,Africa,Egypt,Wholesale
13/02/2021,2021,BMW 1 Series,164404,5,Africa,Egypt,Wholesale
23/05/2021,2021,BMW 3 Series,230094,5,Africa,Egypt,Online
20/07/2021,2021,BMW X2,125091,3,Africa,Egypt,Dealership
26/08/2021,2021,BMW 5 Series,267661,4,Africa,Egypt,Dealership
13/03/2021,2021,BMW X2,140993,3,Africa,Egypt,Online
25/10/2021,2021,BMW X3,192422,4,Africa,Egypt,Online
15/07/2021,2021,BMW X3,234408,4,Africa,Egypt,Wholesale
30/07/2021,2021,BMW X4,135526,2,Africa,Egypt,Dealership
16/01/2021,2021,BMW 4 Series,108154,2,Africa,Egypt,Dealership
14/11/2021,2021,BMW X1,115795,3,Africa,Nigeria,Dealership
25/03/2021,2021,BMW X4,110253,2,Africa,Nigeria,Online
25/09/2021,2021,BMW X1,131125,3,Africa,Nigeria,Online
18/01/2021,2021,BMW X3,148075,3,Africa,Nigeria,Dealership
07/08/2021,2021,BMW 3 Series,101128,2,Africa,Nigeria,Wholesale
14/11/2021,2021,BMW X1,139009,3,Africa,Nigeria,Wholesale
31/12/2021,2021,BMW 1 Series,87957,2,Africa,Nigeria,Dealership
23/01/2021,2021,BMW 3 Series,99754,2,Africa,Nigeria,Dealership
26/07/2021,2021,BMW X5,75315,1,Africa,Nigeria,Wholesale
02/12/2021,2021,BMW X6,92273,1,Africa,Nigeria,Wholesale
15/08/2021,2021,BMW X5,201580,3,Africa,Nigeria,Wholesale
21/07/2021,2021,BMW X3,249666,4,Africa,Nigeria,Wholesale
26/12/2021,2021,BMW 5 Series,67935,1,Africa,Nigeria,Online
02/03/2021,2021,BMW 3 Series,151832,3,Africa,Nigeria,Dealership
27/01/2021,2021,BMW 7 Series,111562,1,Africa,Nigeria,Dealership
16/02/2021,2021,BMW X1,125893,3,Africa,Nigeria,Wholesale
06/06/2021,2021,BMW 3 Series,231174,4,Africa,Nigeria,Dealership
10/09/2021,2021,BMW 5 Series,138665,2,Africa,Nigeria,Dealership
09/05/2021,2021,BMW M3,85209,1,Africa,Nigeria,Dealership
16/01/2021,2021,BMW 4 Series,98155,2,Africa,Nigeria,Wholesale
02/02/2021,2021,BMW X1,149272,3,Africa,Nigeria,Online
06/08/2021,2021,BMW X4,55530,1,Africa,Nigeria,Wholesale
26/08/2021,2021,BMW 8 Series,111331,1,Africa,Nigeria,Dealership
05/08/2021,2021,BMW 4 Series,55996,1,Africa,Nigeria,Dealership
08/07/2021,2021,BMW X1,142655,3,Africa,Nigeria,Dealership
15/12/2021,2021,BMW 5 Series,150716,2,Africa,Kenya,Dealership
16/04/2021,2021,BMW i4,66538,1,Africa,Kenya,Dealership
24/01/2021,2021,BMW 5 Series,210122,3,Africa,Kenya,Wholesale
14/12/2021,2021,BMW 4 Series,115598,2,Africa,Kenya,Wholesale
25/05/2021,2021,BMW 3 Series,105517,2,Africa,Kenya,Dealership
18/02/2021,2021,BMW 8 Series,101060,1,Africa,Kenya,Wholesale
04/03/2021,2021,BMW X3,97923,2,Africa,Kenya,Dealership
05/01/2021,2021,BMW X1,132009,3,Africa,Kenya,Dealership
14/04/2021,2021,BMW 7 Series,266618,2,Africa,Kenya,Online
12/09/2021,2021,BMW X5,65565,1,Africa,Kenya,Wholesale
24/12/2021,2021,BMW M8,139137,1,Africa,Kenya,Dealership
17/04/2021,2021,BMW 3 Series,182091,4,Africa,Kenya,Dealership
12/09/2021,2021,BMW 2 Series,45267,1,Africa,Kenya,Wholesale
06/05/2021,2021,BMW 3 Series,176884,3,Africa,Kenya,Online
07/03/2021,2021,BMW 1 Series,36435,1,Africa,Kenya,Wholesale
18/09/2021,2021,BMW 3 Series,95363,2,Africa,Kenya,Dealership
13/08/2022,2022,BMW X7,249664,3,North America,United States,Online
16/09/2022,2022,BMW X5,566116,8,North America,United States,Wholesale
06/08/2022,2022,BMW X4,109225,2,North America,United States,Online
21/07/2022,2022,BMW 4 Series,154097,3,North America,United States,Dealership
25/06/2022,2022,BMW X3,543387,12,North America,United States,Online
08/01/2022,2022,BMW iX,428405,5,North America,United States,Dealership
14/02/2022,2022,BMW X6,166348,2,North America,United States,Online
30/07/2022,2022,BMW 2 Series,157899,4,North America,United States,Online
11/07/2022,2022,BMW 5 Series,548685,8,North America,United States,Dealership
19/12/2022,2022,BMW X7,543655,6,North America,United States,Wholesale
03/10/2022,2022,BMW X3,346115,7,North America,United States,Dealership
20/05/2022,2022,BMW X3,615165,12,North America,United States,Dealership
03/06/2022,2022,BMW 8 Series,463219,4,North America,United States,Wholesale
30/04/2022,2022,BMW M5,432179,4,North America,United States,Wholesale
20/02/2022,2022,BMW X3,188549,4,North America,United States,Dealership
25/05/2022,2022,BMW 3 Series,402683,8,North America,United States,Wholesale
22/04/2022,2022,BMW X3,357960,6,North America,United States,Dealership
18/06/2022,2022,BMW 4 Series,361247,6,North America,United States,Wholesale
13/02/2022,2022,BMW X3,187228,4,North America,United States,Online
27/08/2022,2022,BMW X3,365020,6,North America,United States,Online
30/01/2022,2022,BMW X3,206118,4,North America,United States,Online
15/06/2022,2022,BMW 3 Series,387530,8,North America,United States,Dealership
29/04/2022,2022,BMW 5 Series,232411,3,North America,United States,Dealership
19/12/2022,2022,BMW 4 Series,237028,5,North America,United States,Dealership
17/05/2022,2022,BMW 3 Series,219334,4,North America,United States,Online
13/02/2022,2022,BMW X3,360099,6,North America,United States,Dealership
07/07/2022,2022,BMW X7,557628,6,North America,United States,Dealership
01/07/2022,2022,BMW iX,295320,3,North America,United States,Wholesale
08/04/2022,2022,BMW X3,290251,6,North America,United States,Dealership
16/10/2022,2022,BMW 3 Series,220312,4,North America,United States,Wholesale
12/01/2022,2022,BMW X7,547514,6,North America,United States,Wholesale
14/03/2022,2022,BMW 4 Series,336343,6,North America,United States,Online
31/12/2022,2022,BMW M5,224417,2,North America,United States,Online
11/10/2022,2022,BMW i4,346173,5,North America,United States,Wholesale
13/02/2022,2022,BMW 4 Series,277050,6,North America,United States,Wholesale
05/11/2022,2022,BMW iX,190098,2,North America,United States,Wholesale
02/12/2022,2022,BMW 3 Series,214628,5,North America,United States,Wholesale
24/12/2022,2022,BMW X5,515426,8,North America,United States,Dealership
18/07/2022,2022,BMW iX,408040,4,North America,United States,Wholesale
23/06/2022,2022,BMW 7 Series,425208,4,North America,United States,Online
05/08/2022,2022,BMW Z4,134877,2,North America,United States,Dealership
17/02/2022,2022,BMW 5 Series,227094,4,North America,United States,Dealership
09/05/2022,2022,BMW 4 Series,379878,8,North America,United States,Online
08/03/2022,2022,BMW 3 Series,219347,5,North America,United States,Wholesale
01/01/2022,2022,BMW 4 Series,142244,3,North America,United States,Wholesale
05/08/2022,2022,BMW iX,282615,3,North America,United States,Dealership
10/07/2022,2022,BMW 3 Series,240652,5,North America,United States,Dealership
04/11/2022,2022,BMW 7 Series,545540,5,North America,United States,Dealership
31/10/2022,2022,BMW M2,211162,3,North America,United States,Wholesale
10/08/2022,2022,BMW M3,437137,6,North America,United States,Dealership
04/11/2022,2022,BMW X3,405986,9,North America,United States,Wholesale
06/02/2022,2022,BMW X4,131645,2,North America,United States,Online
19/05/2022,2022,BMW X1,281413,6,North America,United States,Dealership
03/08/2022,2022,BMW X5,147997,2,North America,United States,Online
26/09/2022,2022,BMW iX,204341,2,North America,United States,Wholesale
30/05/2022,2022,BMW 4 Series,342846,6,North America,United States,Online
08/11/2022,2022,BMW X3,199620,4,North America,United States,Online
14/10/2022,2022,BMW X5,485588,6,North America,United States,Dealership
01/04/2022,2022,BMW X5,513711,7,North America,United States,Dealership
20/08/2022,2022,BMW 3 Series,288692,5,North America,United States,Dealership
14/05/2022,2022,BMW X5,449046,6,North America,United States,Dealership
09/05/2022,2022,BMW iX,203111,2,North America,United States,Wholesale
07/03/2022,2022,BMW X3,516799,10,North America,United States,Online
21/01/2022,2022,BMW X3,375435,7,North America,United States,Online
12/02/2022,2022,BMW 3 Series,273308,6,North America,United States,Dealership
06/04/2022,2022,BMW 4 Series,162800,3,North America,United States,Dealership
22/03/2022,2022,BMW M5,259148,2,North America,United States,Dealership
17/04/2022,2022,BMW X5,657218,8,North America,United States,Dealership
27/04/2022,2022,BMW 5 Series,514539,8,North America,United States,Wholesale
04/04/2022,2022,BMW X7,459179,5,North America,United States,Wholesale
24/09/2022,2022,BMW 4 Series,203834,4,North America,United States,Dealership
21/01/2022,2022,BMW X7,489687,6,North America,United States,Wholesale
04/02/2022,2022,BMW 4 Series,341834,7,North America,United States,Dealership
22/01/2022,2022,BMW M4,75413,1,North America,United States,Dealership
14/10/2022,2022,BMW 5 Series,361621,6,North America,United States,Dealership
30/08/2022,2022,BMW X1,191948,5,North America,United States,Wholesale
05/12/2022,2022,BMW 3 Series,459849,8,North America,United States,Dealership
20/04/2022,2022,BMW iX3,56527,1,North America,United States,Wholesale
12/09/2022,2022,BMW iX,378185,4,North America,United States,Wholesale
30/03/2022,2022,BMW 3 Series,218302,4,North America,United States,Wholesale
11/08/2022,2022,BMW 5 Series,507599,8,North America,United States,Wholesale
30/03/2022,2022,BMW i4,217745,4,North America,United States,Dealership
29/12/2022,2022,BMW 4 Series,267086,5,North America,United States,Dealership
09/04/2022,2022,BMW X3,471237,8,North America,United States,Dealership
25/04/2022,2022,BMW 3 Series,324939,6,North America,United States,Dealership
28/02/2022,2022,BMW 3 Series,225146,4,North America,United States,Wholesale
08/09/2022,2022,BMW 4 Series,176687,3,North America,United States,Dealership
14/05/2022,2022,BMW X1,277364,6,North America,United States,Dealership
17/08/2022,2022,BMW X3,445022,8,North America,United States,Online
10/08/2022,2022,BMW X5,408660,6,North America,United States,Online
01/07/2022,2022,BMW X1,190327,5,North America,United States,Dealership
07/04/2022,2022,BMW 7 Series,310057,3,North America,United States,Dealership
08/02/2022,2022,BMW 3 Series,260818,5,North America,United States,Wholesale
14/05/2022,2022,BMW X3,392960,7,North America,United States,Online
06/08/2022,2022,BMW 4 Series,317614,7,North America,United States,Wholesale
27/08/2022,2022,BMW X3,353865,6,North America,United States,Dealership
22/11/2022,2022,BMW M4,344766,4,North America,United States,Online
03/07/2022,2022,BMW X1,194380,5,North America,United States,Dealership
21/07/2022,2022,BMW X3,454901,10,North America,United States,Dealership
21/07/2022,2022,BMW iX,558100,5,North America,United States,Online
29/09/2022,2022,BMW X5,678821,8,North America,United States,Dealership
01/11/2022,2022,BMW X7,411135,4,North America,United States,Online
08/10/2022,2022,BMW X1,228667,5,North America,United States,Wholesale
28/09/2022,2022,BMW 4 Series,111229,2,North America,United States,Online
30/12/2022,2022,BMW 3 Series,199509,4,North America,United States,Online
23/07/2022,2022,BMW 5 Series,549707,8,North America,United States,Dealership
22/02/2022,2022,BMW M5,254421,2,North America,United States,Online
03/04/2022,2022,BMW X3,540303,10,North America,United States,Online
16/09/2022,2022,BMW X3,659111,11,North America,United States,Dealership
07/09/2022,2022,BMW 2 Series,121342,3,North America,United States,Dealership
06/04/2022,2022,BMW M3,483061,6,North America,United States,Online
23/02/2022,2022,BMW X3,144042,3,North America,United States,Wholesale
05/01/2022,2022,BMW X5,400248,5,North America,United States,Wholesale
15/10/2022,2022,BMW X6,238378,3,North America,United States,Wholesale
29/09/2022,2022,BMW X5,402416,5,North America,United States,Wholesale
06/12/2022,2022,BMW 4 Series,345407,7,North America,United States,Online
31/08/2022,2022,BMW X5,293629,4,North America,United States,Dealership
31/05/2022,2022,BMW i3,116667,3,North America,United States,Wholesale
18/03/2022,2022,BMW M2,358954,5,North America,United States,Dealership
05/06/2022,2022,BMW iX,172875,2,North America,United States,Wholesale
10/07/2022,2022,BMW 4 Series,580296,10,North America,United States,Online
13/09/2022,2022,BMW 8 Series,562185,5,North America,United States,Wholesale
10/08/2022,2022,BMW 8 Series,557980,5,North America,United States,Dealership
09/07/2022,2022,BMW X5,775879,10,North America,United States,Dealership
31/05/2022,2022,BMW 5 Series,144958,2,North America,United States,Dealership
05/09/2022,2022,BMW X1,313925,7,North America,United States,Wholesale
23/08/2022,2022,BMW X7,628717,6,North America,United States,Dealership
01/10/2022,2022,BMW X3,355690,7,North America,United States,Online
19/03/2022,2022,BMW 5 Series,144145,2,North America,United States,Online
29/01/2022,2022,BMW iX,197998,2,North America,United States,Online
09/06/2022,2022,BMW M8,311195,2,North America,United States,Dealership
06/07/2022,2022,BMW iX,381831,4,North America,United States,Dealership
20/03/2022,2022,BMW 4 Series,303116,5,North America,United States,Wholesale
22/06/2022,2022,BMW i4,252710,4,North America,United States,Dealership
22/10/2022,2022,BMW 3 Series,322628,6,North America,United States,Dealership
10/06/2022,2022,BMW X3,157603,3,North America,United States,Dealership
08/10/2022,2022,BMW 5 Series,176784,3,North America,United States,Wholesale
29/06/2022,2022,BMW X5,495012,7,North America,United States,Dealership
29/01/2022,2022,BMW 4 Series,212878,4,North America,United States,Dealership
15/04/2022,2022,BMW X5,473933,6,North America,United States,Wholesale
25/06/2022,2022,BMW X5,672633,8,North America,United States,Dealership
14/03/2022,2022,BMW X5,895004,13,North America,United States,Wholesale
14/10/2022,2022,BMW X3,408991,8,North America,United States,Dealership
05/02/2022,2022,BMW iX,297232,3,North America,United States,Dealership
13/06/2022,2022,BMW X4,199834,3,North America,United States,Dealership
17/10/2022,2022,BMW 3 Series,307516,6,North America,United States,Dealership
01/02/2022,2022,BMW 3 Series,215682,5,North America,United States,Wholesale
14/08/2022,2022,BMW X5,1030999,14,North America,United States,Dealership
25/10/2022,2022,BMW M4,188746,2,North America,United States,Dealership
21/03/2022,2022,BMW 3 Series,137207,3,North America,United States,Wholesale
20/03/2022,2022,BMW X3,419954,9,North America,United States,Online
29/01/2022,2022,BMW i4,239591,4,North America,United States,Wholesale
01/12/2022,2022,BMW X3,357892,6,North America,United States,Dealership
18/10/2022,2022,BMW 4 Series,405836,7,North America,United States,Wholesale
25/07/2022,2022,BMW M5,348022,3,North America,United States,Online
16/02/2022,2022,BMW i3,95370,2,North America,United States,Dealership
10/12/2022,2022,BMW 4 Series,373137,8,North America,United States,Wholesale
05/03/2022,2022,BMW X1,332121,7,North America,United States,Wholesale
27/09/2022,2022,BMW i4,259391,4,North America,United States,Dealership
15/09/2022,2022,BMW X5,953194,12,North America,United States,Online
28/12/2022,2022,BMW iX,614904,7,North America,United States,Dealership
18/11/2022,2022,BMW 3 Series,221861,4,North America,United States,Online
20/11/2022,2022,BMW X3,314862,6,North America,United States,Dealership
25/04/2022,2022,BMW M5,252823,2,North America,United States,Online
21/10/2022,2022,BMW X7,348818,4,North America,United States,Online
13/01/2022,2022,BMW X5,297882,4,North America,United States,Online
